Name,Address,PhoneNumber,Latitude,Longitude,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
커피 광안184,부산광역시 수영구 광남로83번길 4,,35.1498256414674,129.113980835146,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,12:00 ~ 22:00
이디야커피,부산광역시 영도구 태종로 104,,35.0911071361406,129.042105717574,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,,
이디야커피 부산영도동삼동점,부산광역시 영도구 중리로 46-8,,35.0749176158967,129.068676536483,10:00 ~ 21:45,10:00 ~ 21:45,10:00 ~ 21:45,10:00 ~ 21:45,10:00 ~ 21:45,10:00 ~ 21:45,10:00 ~ 21:45
더벤티 영도대교점,부산광역시 영도구 태종로 107,,35.0913073200108,129.042740161086,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00
스타벅스 서면로R점,부산광역시 부산진구 서면로 49-1,051 8043601,35.1552474300523,129.057532370274,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
어썸(ASOME),부산광역시 부산진구 서전로47번길 25,,35.1589202849133,129.064644318673,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00
컴포즈커피 서동점,부산광역시 금정구 서동로 167,,35.2147144006102,129.104817949905,07:30 ~ 22:40,07:30 ~ 22:40,07:30 ~ 22:40,07:30 ~ 22:40,07:30 ~ 22:40,07:30 ~ 22:40,08:00 ~ 22:40
스타벅스 금정구청DT점,부산광역시 금정구 중앙대로 1730 (부곡동),051 583 3497,35.2388135211636,129.092985849499,07:00 ~ 22:00,07:00 ~ 22:00,07:00 ~ 22:00,07:00 ~ 22:00,07:00 ~ 22:00,07:00 ~ 22:00,07:00 ~ 22:00
커피베이 부산대점,부산광역시 금정구 부산대학로63번길 2,,35.2322427971605,129.08382445362,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,10:00 ~ 20:00,10:00 ~ 20:00
스타벅스동래역점,부산광역시 동래구 충렬대로181번길 42,,35.2056187592235,129.080163966075,09:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 24:00,08:00 ~ 24:00,09:00 ~ 23:00
달콤한순자씨,부산광역시 부산진구 동천로108번길 11,,35.1584975140978,129.063165868686,,,12:00 ~ 21:30,12:00 ~ 21:30,12:00 ~ 21:30,12:00 ~ 21:30,12:00 ~ 21:30
엔제리너스커피,부산광역시 동래구 온천장로 91,,35.2194203898103,129.082869601191,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00
벨라몽커피,부산광역시 동래구 동래로 77,051 554 1001,35.2086249685369,129.081481498123,09:00 ~ 02:00,09:00 ~ 02:00,09:00 ~ 02:00,09:00 ~ 02:00,09:00 ~ 02:00,09:00 ~ 02:00,09:00 ~ 02:00
스타벅스 명지국제신도시점,부산광역시 강서구 명지국제5로 42,051 271 3585,35.0976643142014,128.920247351245,08:00 ~ 21:30,08:00 ~ 21:30,08:00 ~ 21:30,08:00 ~ 21:30,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
컴포즈커피 양운초점,부산광역시 해운대구 좌동순환로 72,,35.172704123593,129.167398537992,06:30 ~ 22:00,06:30 ~ 22:00,06:30 ~ 22:00,06:30 ~ 22:00,06:30 ~ 22:00,07:00 ~ 22:00,07:00 ~ 22:00
꽃마루,부산광역시 강서구 공항진입로 79 (대저2동),,35.1784015315934,128.951429261027,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00
스타벅스 해운대동백,부산광역시 해운대구 해운대해변로 197,02 30151180,35.158802549379,129.152836637292,08:00 ~ 21:30,07:30 ~ 21:30,07:30 ~ 21:30,07:30 ~ 21:30,07:30 ~ 21:30,08:00 ~ 21:30,08:00 ~ 21:30
딥플로우,부산광역시 해운대구 우동1로20번길 37,,35.1646101256351,129.158370810871,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
이그나잇커피 로스터스,부산광역시 해운대구 반여로155번길 37,,35.2060223932342,129.123970403821,10:00 ~ 21:00,,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00
투썸플레이스 해운대수목원점,부산광역시 해운대구 반송로 617,,35.2202254574575,129.129959875543,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 22:30,08:00 ~ 22:30
카페 가까(Cafe Gagga),부산광역시 해운대구 재반로226번길 72,,35.1970218886579,129.133570864271,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
우니꼬,부산광역시 해운대구 센텀동로 99,,35.1761561548515,129.12584611422,10:00 ~ 20:00,10:00 ~ 20:00,,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00
더리터온천장2호점,부산광역시 동래구 차밭골로 23-9,,35.2163441970701,129.07887246157,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00
블루문카페,부산광역시 기장군 일광면 문오성길 330,051 728 2088,35.2915851661548,129.260210414906,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00
옥탑방카페,부산광역시 기장군 기장읍 기장해안로 266,051 723 1199,35.1982122591928,129.224228428862,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,11:30 ~ 22:00,11:30 ~ 22:00
메가커피 허심청점,부산광역시 동래구 온천장로 125,0515531735,35.2218736373281,129.084787319939,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00
파스쿠찌 온천장점,부산광역시 동래구 온천장로 89,,35.2192497533278,129.082652533077,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,10:00 ~ 02:00,10:00 ~ 23:00,09:00 ~ 24:00
하삼동커피 신주례점,부산광역시 사상구 백양대로 372-16,051 714 3121,35.1536543281107,129.011468092057,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,09:00 ~ 22:00
카페051 명륜아이파크2차점,부산광역시 동래구 시실로 34,051 557 0510,35.2160572195659,129.087006321089,09:00 ~ 21:30,09:00 ~ 21:30,09:00 ~ 21:30,09:00 ~ 21:30,09:00 ~ 21:30,09:00 ~ 21:00,09:00 ~ 21:00
달리는커피 사직쌍용점,부산광역시 동래구 사직로70번길 54,,35.1976930389452,129.057629366495,10:00 ~ 19:30,10:00 ~ 19:30,10:00 ~ 19:30,10:00 ~ 19:30,10:00 ~ 19:30,10:00 ~ 18:30,10:00 ~ 17:30
모들,부산광역시 금정구 금사로51번길 8-2,,35.2180990248797,129.109309636784,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00
셀렉토커피 부산광안점,부산광역시 수영구 남천바다로9번길 4,,35.1499738096605,129.1120272914,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
언더베이크,부산광역시 서구 구덕로 168,,35.0995515497298,129.019963549318,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,
카페051신만덕점,부산광역시 북구 덕천로247번길 1,,35.2108507799975,129.031327290091,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
텐퍼센트커피만덕점,부산광역시 북구 만덕1로 20-1,,35.2143096740401,129.035421441596,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00
카페 프리맨틀,부산광역시 북구 덕천로 23,,35.2077281964581,129.007278622534,,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00
리바이브,부산광역시 동래구 명륜로 173 (명륜동),,35.2094110074417,129.082211749062,,,,,,,
리짙커피(국제금융센터점),부산광역시 남구 전포대로 104-4,,35.1459845038521,129.067252064352,10:00 ~ 17:00,10:00 ~ 17:00,10:00 ~ 17:00,10:00 ~ 17:00,10:00 ~ 17:00,10:00 ~ 17:00,
스타벅스 명지강변DT점,부산광역시 강서구 르노삼성대로 620 (명지동),051 203 3707,35.1026445196082,128.929483769125,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00
더블비(Double.B),부산광역시 남구 용소로8번길 7,,35.136302717025,129.099983908962,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00,,
텐퍼센트덕천점,부산광역시 북구 백양대로 1196,051 343 1259,35.2090532199773,129.005574750603,07:30 ~ 22:00,07:30 ~ 22:00,07:30 ~ 22:00,07:30 ~ 22:00,07:30 ~ 22:50,07:30 ~ 22:50,07:30 ~ 22:00
이디야커피 부산만덕중앙점,부산광역시 북구 만덕1로 26,,35.2144295465407,129.034761200072,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00
텐퍼센트 문화로점,부산광역시 부산진구 서면문화로 26,051 819 1009,35.1597025166584,129.05632747244,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,09:00 ~ 20:00,09:00 ~ 20:00
킹프레소,부산광역시 해운대구 해운대로123번길 37,,35.186246680623,129.123056037778,08:00 ~ 01:15,08:00 ~ 01:15,08:00 ~ 01:15,08:00 ~ 01:15,08:00 ~ 01:15,08:00 ~ 01:15,08:00 ~ 01:15
텐퍼센트커피전포점,부산광역시 부산진구 동성로 43,,35.1543697226338,129.068228586058,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00
로터리커피,부산광역시 북구 금곡대로 3,,35.2104759741525,129.004938749213,11:00 ~ 22:00,11:30 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,12:00 ~ 21:00,
랑데자뷰 광안리점,부산광역시 수영구 광안해변로 165,,35.1495818614483,129.115024527941,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00,10:00 ~ 24:00
엘스 그라운드(El's ground),부산광역시 연제구 교대로 15,,35.1953280855907,129.078036760576,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
테레사플라워&커피,부산광역시 동래구 아시아드대로176번길 3,051 892 9614,35.2001309596937,129.064978331961,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00
플레이트(PLATE),부산광역시 남구 유엔로157번길 95,,35.1345041529181,129.093076311489,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,09:00 ~ 19:00,09:00 ~ 19:00
흰여울마을카페,부산광역시 영도구 절영로 194 (영선동4가),,35.0798897489113,129.043539607828,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00
하삼동커피 구덕점,부산광역시 사상구 학감대로 107,,35.1407582889424,128.988718855172,08:00 ~ 21:20,08:00 ~ 21:20,08:00 ~ 21:20,08:00 ~ 21:20,08:00 ~ 21:20,08:00 ~ 21:20,08:00 ~ 21:20
이디야커피 대연SK힐스점,부산광역시 남구 수영로 261,051 628 0898,35.13824171926,129.093430256325,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
카페당리,부산광역시 강서구 대저중앙로 373,,35.2207715577941,128.987832771213,08:00 ~ 17:30,08:00 ~ 17:30,08:00 ~ 17:30,08:00 ~ 17:30,08:00 ~ 17:30,08:00 ~ 15:00,
파스쿠찌 부산화명점,부산광역시 북구 금곡대로303번길 36,051 333 0014,35.2358273650311,129.011989056128,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00,09:00 ~ 23:00
제주스,부산광역시 연제구 종합운동장로 7,,35.1912673442372,129.062008575202,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
텐퍼센트(장산),부산광역시 해운대구 양운로 53,,35.1678955285857,129.176412756177,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
텐퍼센트커피 힐스테이트위브점,부산광역시 해운대구 좌동순환로433번길 30-1,,35.1625239061394,129.179846027108,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,09:00 ~ 21:30,09:00 ~ 21:00
컴포즈커피 망미중앙점,부산광역시 수영구 망미배산로18번길 14,,35.174934200509,129.10645963735,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
카페 해뮴,부산광역시 금정구 부산대학로 29,051 517 3211,35.2307915342883,129.088019769268,,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00
장스카페,부산광역시 동래구 충렬대로359번길 14,,35.1985623839684,129.098488139264,09:30 ~ 23:00,09:30 ~ 23:00,09:30 ~ 23:00,09:30 ~ 23:00,09:30 ~ 23:00,09:30 ~ 23:00,09:30 ~ 23:00
하삼동 대신푸르지오점,부산광역시 서구 고운들로 142,051 9111176,35.1086438464717,129.014243122861,09:00 ~ 20:30,09:00 ~ 20:30,09:00 ~ 20:30,09:00 ~ 20:30,09:00 ~ 12:00,09:00 ~ 21:30,09:00 ~ 21:30
카페051초량육거리점,부산광역시 동구 중앙대로251번길 46,051 462 1051,35.1201774309939,129.039558591732,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,09:00 ~ 21:30
영커피(YOUNG COFFEE),부산광역시 동구 조방로 14,,35.1387281351032,129.06345343296,08:00 ~ 23:50,08:00 ~ 00:50,08:00 ~ 00:50,08:00 ~ 00:50,08:00 ~ 00:50,08:00 ~ 00:50,08:00 ~ 10:00
노씨커피,부산광역시 수영구 광일로 11,,35.161960777628,129.112806146933,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00
크요크샵,부산광역시 부산진구 전포대로 162,,35.1511403133789,129.065900509831,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00
하삼동커피 구평점,부산광역시 사하구 서포로30번길 8,,35.082781874764,128.98566640902,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00
하삼동커피 주감점,부산광역시 사상구 백양대로494번길 12,,35.1543514012538,128.998516745368,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
러브얼스,부산광역시 수영구 광안로49번길 32-1,,35.1564219180606,129.118574304848,휴게시간 15:00 ~ 17:00,,,,휴게시간 15:00 ~ 17:00,휴게시간 15:00 ~ 17:00,휴게시간 15:00 ~ 17:00
카페051정관달산,부산광역시 기장군 정관읍 정관로 696,051 727 0513,35.3207154494535,129.18927283414,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
반달커피 부산명지점,부산광역시 강서구 명지국제6로 286,,35.1010304365523,128.923868675673,08:00 ~ 22:00,08:00 ~ 17:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00
미나카페,부산광역시 동래구 온천천로471번가길 56-4,,35.1927036002629,129.102105809667,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,
카페어디,부산광역시 북구 만덕대로28번길 40,,35.2090672735139,129.00868332932,11:00 ~ 23:30,11:00 ~ 23:30,11:00 ~ 23:30,11:00 ~ 23:30,11:00 ~ 23:30,11:00 ~ 23:30,11:00 ~ 23:30
여기가맛있다,부산광역시 해운대구 우동1로20번가길 50,,35.1669900012414,129.158292155762,11:00 ~ 18:00,10:30 ~ 18:30,10:30 ~ 18:30,10:30 ~ 18:30,10:30 ~ 18:30,10:30 ~ 18:30,10:30 ~ 18:30
소담,부산광역시 중구 광복로85번길 4,,35.0987814390698,129.03438973757,11:00 ~ 21:00,,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00
컴포즈커피 장전래미안점,부산광역시 금정구 금정로 20,,35.2275922774064,129.086740141721,08:30 ~ 21:30,08:30 ~ 21:30,08:30 ~ 21:30,08:30 ~ 21:30,08:30 ~ 21:30,08:30 ~ 21:30,08:30 ~ 21:30
컴포즈커피,부산광역시 부산진구 범양로125번길 1,,35.1742140133367,129.065602983584,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
공커피,부산광역시 부산진구 당감로 18-1,,35.163381009082,129.039850090481,08:00 ~ 19:30,08:00 ~ 19:30,08:00 ~ 19:30,08:00 ~ 19:30,08:00 ~ 19:30,08:00 ~ 19:30,09:00 ~ 18:00
베러먼데이 하단동아대점,부산광역시 사하구 낙동대로 532,,35.1115746816035,128.965313944471,10:00 ~ 21:30,10:00 ~ 21:30,10:00 ~ 21:30,10:00 ~ 21:30,10:00 ~ 21:30,10:00 ~ 21:00,10:00 ~ 21:00
텐퍼센트커피 정관점,부산광역시 기장군 정관읍 정관로 565,051 701 1010,35.3218041745352,129.175945608444,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00
더벤티 명지국제대림점,부산광역시 강서구 명지국제2로 80,,35.0987666150386,128.908422103948,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
카페 코지,부산광역시 동래구 아시아드대로255번길 14,,35.2072211351139,129.067819366116,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
파스쿠찌 해운대점,부산광역시 해운대구 구남로 19-1,051 744 8418,35.162240548794,129.160317736595,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00
해파랑 카페,부산광역시 남구 오륙도로 137,050713879205,35.1014378911125,129.123105610641,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00
카페서진,부산광역시 수영구 광일로46번길 8,,35.1629700628948,129.109689639883,,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00
카페 엘,부산광역시 강서구 명지국제2로 80,,35.0987666150386,128.908422103948,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00
루스커피,부산광역시 사상구 괘감로 146,051 923 6000,35.1556136998138,128.990257285621,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00
올드머그,부산광역시 해운대구 센텀중앙로 66,070 88095353,35.1740006805248,129.128422232875,09:30 ~ 17:00,09:30 ~ 17:00,09:30 ~ 17:00,09:30 ~ 17:00,09:30 ~ 17:00,09:30 ~ 17:00,09:30 ~ 17:00
비커피(Bee coffee) 중동점,부산광역시 해운대구 좌동순환로 499-13,,35.1649778234765,129.168315718388,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
오그레이,부산광역시 해운대구 재반로270번길 33,,35.2012513385029,129.13355394586,10:00 ~ 20:30,10:00 ~ 20:30,10:00 ~ 20:30,10:00 ~ 20:30,10:00 ~ 20:30,10:00 ~ 20:30,
하삼동커피 하단오거리점,부산광역시 사하구 낙동대로 474,051 201 2320,35.1071397115375,128.968187999996,08:00 ~ 03:00,08:00 ~ 03:00,08:00 ~ 03:00,08:00 ~ 03:00,08:00 ~ 03:00,08:00 ~ 03:00,08:00 ~ 03:00
공차 부산구서점,부산광역시 금정구 중앙대로1841번길 24 (주)이마트금정점 2층 (구서동),,35.2499415346867,129.090596231215,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
카페051 오션테라스 수변공원점,부산광역시 수영구 광안해변로326번길 31,,35.1553352497739,129.129629375194,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 24:00,07:00 ~ 24:00
리틀바스켓,부산광역시 금정구 부곡온천천로 170,,35.2408411980373,129.089189781524,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 13:00,09:00 ~ 13:00
하삼동커피 미남점,부산광역시 동래구 여고로113번길 78,,35.2019348398411,129.074067807465,08:30 ~ 22:00,08:30 ~ 22:00,08:30 ~ 22:00,08:30 ~ 22:00,08:30 ~ 22:00,08:30 ~ 22:00,08:30 ~ 22:00
하삼동커피 문현동지점,부산광역시 남구 고동골로 29,051 636 3296,35.1389910752825,129.070457481676,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00
"구움,숲",부산광역시 부산진구 서전로38번길 89,,35.1536299869639,129.064027489099,11:00 ~ 20:00,11:00 ~ 20:00,,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00
블루샥,부산광역시 부산진구 서전로10번길 7,,35.1573153834572,129.060793941588,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,11:00 ~ 23:00,
허니스쿠키,부산광역시 강서구 명지국제8로 234,,35.0979005995607,128.918392630563,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00
메가엠지씨커피 사직역점,부산광역시 동래구 아시아드대로 145,,35.1973165479548,129.065285386068,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:30,09:00 ~ 22:30,09:00 ~ 22:30
스타벅스 부산교대역DT점,부산광역시 연제구 중앙대로 1250,051 504 3858,35.1990015085125,129.078873493191,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00
텐퍼센트 수영점,부산광역시 수영구 수영로666번길 6,,35.1649474172491,129.115147108953,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00
메가엠지씨커피 화명점,부산광역시 북구 화명신도시로 132,,35.2359066256051,129.011319473001,08:00 ~ 01:00,08:00 ~ 01:00,08:00 ~ 01:00,08:00 ~ 01:00,08:00 ~ 02:00,08:00 ~ 02:00,08:00 ~ 01:00
스타벅스 서면문화로점,부산광역시 부산진구 서면문화로 10,051 807 3920,35.1588242913748,129.057613912224,10:00 ~ 21:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,10:00 ~ 22:00
밸라다서면점,부산광역시 부산진구 전포대로200번길 33,,35.1547469573595,129.067336079837,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:30
어랏투고 초읍점,부산광역시 부산진구 성지로 59,,35.1760136583417,129.05446253898,08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00
벨렘351서면중앙점,부산광역시 부산진구 중앙대로692번길 26,,35.1543403420722,129.060647675974,11:00 ~ 22:30,11:00 ~ 22:30,11:00 ~ 22:30,11:00 ~ 22:30,11:00 ~ 22:30,11:00 ~ 22:30,11:00 ~ 22:30
어랏커피 좌동점,부산광역시 해운대구 좌동로 96,,35.1722811210975,129.175614056554,10:00 ~ 17:30,08:45 ~ 20:30,08:45 ~ 20:30,08:45 ~ 20:30,10:00 ~ 17:30,08:45 ~ 20:30,10:00 ~ 17:30
