Name,Address,PhoneNumber,Latitude,Longitude,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
투썸플레이스 고신대복음병원점,부산광역시 서구 감천로 255,,35.0815606600002,129.016024501339,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00
텐퍼센트커피 온천장점,부산광역시 동래구 중앙대로 1523,,35.2212896964575,129.08557677639,07:30 ~ 21:30,07:30 ~ 21:30,07:30 ~ 21:30,07:30 ~ 21:30,07:30 ~ 21:30,07:30 ~ 21:30,08:00 ~ 20:30
백금당,부산광역시 부산진구 서전로37번길 20,,35.1587487392983,129.064002552455,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00
홀릭커피디저트서면점,부산광역시 부산진구 서전로37번길 14,,35.1583949981415,129.063994052309,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00
하삼동커피 구서롯데캐슬점,부산광역시 금정구 금강로 503,051 581 1013,35.2526906391923,129.086494892033,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:30,08:00 ~ 22:30
카페'온,부산광역시 부산진구 백양대로68번길 27,,35.1633766911527,129.041646396969,10:30 ~ 18:00,10:30 ~ 18:00,10:30 ~ 18:00,10:30 ~ 18:00,10:30 ~ 18:00,10:30 ~ 18:00,10:30 ~ 18:00
브로떼,부산광역시 부산진구 복지로 75,,35.1464534842515,129.020571153957,08:00 ~ 18:00,08:00 ~ 18:00,08:00 ~ 18:00,08:00 ~ 18:00,08:00 ~ 18:00,,
낫스소스(notssos),부산광역시 동래구 금강로10번길 18,,35.2120034514748,129.072619599422,11:00 ~ 19:00,,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00
커피스토어 사직점,부산광역시 동래구 사직북로 15,,35.1971942875378,129.06035543844,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00,08:00 ~ 23:00
아덴블랑제리,부산광역시 수영구 과정로41번길 68,,35.1753126720602,129.103796266262,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00
파스쿠찌 부산경성대점,부산광역시 남구 수영로 315,,35.1377213748106,129.10037568101,08:00 ~ 22:40,08:00 ~ 22:40,08:00 ~ 22:40,08:00 ~ 22:40,08:00 ~ 22:40,08:00 ~ 22:40,08:00 ~ 22:40
블루샥 광복 BIFF점,부산광역시 중구 광복로 34-1,,35.0992012013261,129.028739813277,09:00 ~ 22:30,09:00 ~ 22:30,09:00 ~ 22:30,09:00 ~ 22:30,09:00 ~ 22:30,09:00 ~ 22:30,09:00 ~ 22:30
히스피 동래구청점,부산광역시 동래구 명륜로94번길 53,,35.2046935487989,129.084003644252,08:30 ~ 20:00,08:30 ~ 20:00,08:30 ~ 20:00,08:30 ~ 20:00,08:30 ~ 20:00,08:30 ~ 20:00,
카페 에뜨,부산광역시 중구 충장대로9번길 20,15225220,35.1070271893732,129.037746953488,06:10 ~ 07:30,06:10 ~ 07:30,06:10 ~ 07:30,06:10 ~ 07:30,06:10 ~ 07:30,06:10 ~ 07:30,06:10 ~ 07:30
하삼동커피 공항덕두점,부산광역시 강서구 공항로811번길 56,,35.1804782192206,128.95490341592,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,,
커피베이 부산정관점,부산광역시 기장군 정관읍 정관8로 8-13,,35.3227501085311,129.176964694534,,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 21:00
카페 모루씨,부산광역시 해운대구 우동1로 44,,35.165342990794,129.15767491006,10:00 ~ 18:00,,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 20:00,10:00 ~ 20:00
커피스토어 감천점,부산광역시 사하구 원양로 407,,35.0865693851282,129.004860788926,07:00 ~ 21:00,07:00 ~ 21:00,07:00 ~ 21:00,07:00 ~ 21:00,07:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00
굿데이카페,부산광역시 북구 낙동대로1780번길 46,,35.2077915019832,129.004530049999,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00
빡벳커피 좌천점,부산광역시 동구 고관로 142-1,,35.1304819447118,129.048793167658,07:30 ~ 22:00,07:30 ~ 22:00,07:30 ~ 22:00,07:30 ~ 22:00,07:30 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
블루샥 만덕점,부산광역시 북구 상학로 3,051 3430411,35.2142762075286,129.036617940117,09:00 ~ 21:30,09:00 ~ 21:30,09:00 ~ 21:30,09:00 ~ 21:30,09:00 ~ 21:30,09:00 ~ 21:30,09:00 ~ 21:30
메가엠지씨커피 부산금사공단점,부산광역시 금정구 공단로 23,,35.2166768327391,129.111289129623,07:30 ~ 21:00,07:30 ~ 21:00,07:30 ~ 21:00,07:30 ~ 21:00,07:30 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00
아띠,부산광역시 서구 충무대로267번길 4,,35.094521402616,129.02383406805,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,
매머드익스프레스 부산중앙역점,부산광역시 중구 충장대로4번길 6,,35.1046241396056,129.03680238801,08:00 ~ 19:00,08:00 ~ 19:00,08:00 ~ 19:00,08:00 ~ 19:00,08:00 ~ 19:00,08:00 ~ 14:00,
마비스,부산광역시 해운대구 우동1로20번길 5,,35.1638501978397,129.15699493548,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00
스타벅스 영도청학DT점,부산광역시 영도구 태종로 373 (청학동),051 414 4156,35.0938802371268,129.065150567854,07:00 ~ 22:00,07:00 ~ 22:00,07:00 ~ 22:00,07:00 ~ 22:00,07:00 ~ 22:00,07:00 ~ 22:00,07:00 ~ 22:00
리센테,부산광역시 동구 충장대로 160,,35.1160845932256,129.045118279485,08:30 ~ 18:00,,08:30 ~ 18:00,08:30 ~ 18:00,08:30 ~ 18:00,10:00 ~ 19:00,10:00 ~ 19:00
크렘 다망드,부산광역시 부산진구 전포대로186번길 25,,35.1531558282877,129.066995170786,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00
유동커피 남포,부산광역시 중구 광복로55번길 8,070 77973976,35.0998295157594,129.030794384328,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
텐퍼센트커피 연제우체국점,부산광역시 연제구 여고로52번길 45,,35.1945676021251,129.070621876039,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00
투썸플레이스 부산 망미연수로점,부산광역시 수영구 연수로252번길 6,,35.1729784438934,129.098149627996,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00
카페초량온당,부산광역시 동구 홍곡로58번길 7,,35.1244211836971,129.041759968624,,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,
영커피 서면문화로점,부산광역시 부산진구 가야대로 785,,35.1580275870241,129.057554777873,07:30 ~ 03:00,07:30 ~ 03:00,07:30 ~ 03:00,07:30 ~ 03:00,07:30 ~ 03:00,09:00 ~ 03:00,09:00 ~ 03:00
가배차 서면점,부산광역시 부산진구 새싹로58번길 10,,35.1625556121189,129.055875427125,,11:30 ~ 04:00,11:30 ~ 04:00,11:30 ~ 04:00,11:30 ~ 04:00,11:00 ~ 04:00,11:00 ~ 04:00
텐퍼센트 이편한서면센트럴점,부산광역시 부산진구 신암로 133,,35.1520548371687,129.049897995425,08:30 ~ 21:30,08:30 ~ 21:30,08:30 ~ 21:30,08:30 ~ 21:30,08:00 ~ 10:30,08:00 ~ 22:30,08:00 ~ 22:30
메가엠지씨커피 부산다대낫개점,부산광역시 사하구 다송로72번길 67,,35.0599105177006,128.980466416136,09:00 ~ 01:30,09:00 ~ 01:30,09:00 ~ 01:30,09:00 ~ 01:30,09:00 ~ 01:30,09:00 ~ 01:30,09:00 ~ 01:30
텐퍼센트커피 모덕점,부산광역시 사상구 모덕로 57,,35.1820647612798,128.982634358256,07:00 ~ 19:00,07:00 ~ 19:00,07:00 ~ 19:00,07:00 ~ 19:00,07:00 ~ 19:00,07:00 ~ 19:00,07:00 ~ 19:00
스타벅스 부산사상로점,부산광역시 사상구 사상로 200,051 316 4338,35.1629608754113,128.984602276617,09:00 ~ 18:00,07:30 ~ 21:00,07:30 ~ 21:00,07:30 ~ 21:00,07:30 ~ 21:00,07:30 ~ 21:00,09:00 ~ 18:00
달곰하다,부산광역시 동구 중앙대로460번길 15,,35.1347108232839,129.05551368837,,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00
컴포즈커피 대저평강점,부산광역시 강서구 평강로 319,051 710 1018,35.2134756579309,128.946300942068,07:30 ~ 20:30,07:30 ~ 20:30,07:30 ~ 20:30,07:30 ~ 20:30,07:30 ~ 20:30,08:00 ~ 19:30,08:00 ~ 19:30
빽다방 부산지사동점,부산광역시 강서구 과학산단2로20번길 6,,35.1504094820515,128.831418411642,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00
이경순갤러리카페,부산광역시 금정구 금샘로 349,,35.2543543022289,129.084651688119,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,
텐퍼센트커피 동래아스타점,부산광역시 동래구 중앙대로1473번길 13,,35.2174793929872,129.082440819139,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00
크로퐁퐁 커피숍,부산광역시 사상구 엄궁로 77,,35.1236196635976,128.973883781615,10:00 ~ 21:30,10:00 ~ 21:30,10:00 ~ 21:30,10:00 ~ 21:30,10:00 ~ 21:30,10:00 ~ 21:30,10:00 ~ 21:30
텐퍼센트 부산차이나타운점,부산광역시 동구 중앙대로 183,,35.1137133830948,129.038682488087,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00
카페16온스 종합운동장역점,부산광역시 연제구 여고로14번길 77,,35.1915471073149,129.066571882259,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00
텐퍼센트 명지휴포레점,부산광역시 강서구 명지국제5로 141,,35.1075308265119,128.921120157931,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00
카페네시,부산광역시 사하구 제석로65번길 2,,35.1065096019448,128.975034483349,,08:00 ~ 08:10,,,,,
헤이디,부산광역시 기장군 일광읍 문오성길 585,,35.3021163231167,129.259562355242,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00
댄싱컵 화명수정점,부산광역시 북구 금곡대로 175,051 363 0711,35.2249014351514,129.009476548103,07:30 ~ 22:00,07:30 ~ 22:00,07:30 ~ 22:00,07:30 ~ 22:00,07:30 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00
하이오커피 신모라점,부산광역시 사상구 백양대로 905,,35.1870413543325,128.99053992685,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00
하이오커피 모라역점,부산광역시 사상구 사상로 489,,35.188193844485,128.987743809229,07:00 ~ 21:00,07:00 ~ 21:00,07:00 ~ 21:00,07:00 ~ 21:00,07:00 ~ 21:00,07:00 ~ 21:00,07:00 ~ 21:00
댄싱컵 문현점,부산광역시 남구 전포대로 16,051 637 2220,35.1382735598284,129.068194986879,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
원유로 스페셜티 부산 국제시장점,부산광역시 중구 광복로37번길 8-1,,35.1000151158359,129.029225902226,09:00 ~ 18:30,09:00 ~ 18:30,09:00 ~ 18:30,09:00 ~ 18:30,09:00 ~ 18:30,09:00 ~ 18:30,09:00 ~ 18:00
텐퍼센트커피 해운대백병원점,부산광역시 해운대구 좌동순환로249번길 21,,35.1743023863049,129.18181785798,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00
3XL커피,부산광역시 해운대구 송정중앙로6번길 40,,35.1820772190043,129.200368439405,11:00 ~ 21:00,,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00
펫브로,부산광역시 사상구 괘감로 98-1,051 553 4150,35.1570742310906,128.985173045145,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00
포이세라믹스 앤 윗하우스,부산광역시 수영구 수영로618번길 19,,35.1607190056716,129.114952877977,,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00
카페 바람,부산광역시 기장군 일광읍 달음길 26,,35.309519073293,129.23030160894,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00
킹프레소 부전점,부산광역시 부산진구 동천로 119,,35.1594475743523,129.06210439465,08:00 ~ 00:20,08:00 ~ 00:20,08:00 ~ 00:20,08:00 ~ 00:20,08:00 ~ 00:20,09:00 ~ 00:50,10:00 ~ 00:50
어나더미네스,부산광역시 부산진구 서전로38번길 43-13,,35.1559460199003,129.064563982545,12:30 ~ 21:30,12:30 ~ 21:30,12:30 ~ 21:30,12:30 ~ 21:30,12:30 ~ 21:30,12:30 ~ 21:30,12:30 ~ 21:30
댄싱컵 일광점,부산광역시 기장군 일광읍 해송2로 18,,35.2671560292427,129.230242265341,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,09:00 ~ 20:00,09:00 ~ 20:00
어랏커피 동대신점,부산광역시 서구 대영로73번길 15-1,,35.1112417180012,129.018670132376,07:00 ~ 20:00,07:00 ~ 20:00,07:00 ~ 20:00,07:00 ~ 20:00,07:00 ~ 20:00,07:00 ~ 20:00,
커피볶는 시골커피,부산광역시 동래구 사직북로 4,,35.1962690162664,129.061358966141,10:00 ~ 18:30,10:00 ~ 18:30,10:00 ~ 18:30,10:00 ~ 18:30,10:00 ~ 18:30,10:30 ~ 17:00,
티룸깃비,부산광역시 북구 덕천로 203,,35.2111041880745,129.026559160746,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00
노이노이(noi noi),부산광역시 남구 못골로 22,,35.1354678430746,129.084642053962,08:30 ~ 20:00,08:30 ~ 20:00,08:30 ~ 20:00,08:30 ~ 20:00,08:30 ~ 20:00,08:30 ~ 15:00,
카페 사주,부산광역시 기장군 기장읍 죽성로 348,,35.2393519615277,129.246234165327,12:00 ~ 21:30,12:00 ~ 21:30,12:00 ~ 21:30,12:00 ~ 21:30,12:00 ~ 21:30,12:00 ~ 21:30,12:00 ~ 21:30
미니카페나무,부산광역시 북구 낙동대로1766번길 32,,35.2079537671532,129.002038525549,09:00 ~ 20:30,09:00 ~ 20:30,09:00 ~ 20:30,09:00 ~ 20:30,09:00 ~ 20:30,09:00 ~ 20:30,09:00 ~ 20:30
하삼동커피 기장시장점,부산광역시 기장군 기장읍 차성남로51번길 15,,35.2426186218802,129.215088955401,08:30 ~ 21:00,08:30 ~ 21:00,08:30 ~ 21:00,08:30 ~ 21:00,08:30 ~ 21:00,08:30 ~ 21:00,08:30 ~ 21:00
고니스커피,부산광역시 중구 광복로 32-1,,35.0992302132897,129.028540965086,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
김준호의 대단한커피 부산토성점,부산광역시 서구 구덕로 지하 170 (토성동3가),,35.1007070222773,129.01978613175,07:00 ~ 19:00,07:00 ~ 19:00,07:00 ~ 19:00,07:00 ~ 19:00,07:00 ~ 19:00,07:00 ~ 19:00,07:00 ~ 19:00
숲404,부산광역시 금정구 동문로 99,,35.2489919027735,129.057775488963,10:30 ~ 19:00,10:30 ~ 19:00,10:30 ~ 19:00,10:30 ~ 19:00,10:30 ~ 19:00,10:00 ~ 20:00,10:00 ~ 20:00
"버스,안(BUS,AN)",부산광역시 부산진구 양지로 12,070 41910831,35.1692812274405,129.069641483428,07:00 ~ 21:00,07:00 ~ 21:00,07:00 ~ 18:00,07:00 ~ 21:00,07:00 ~ 21:00,07:00 ~ 18:00,12:00 ~ 21:00
컴포즈커피 해운대보건소점,부산광역시 해운대구 좌동순환로 402,,35.1640129176826,129.176736798264,07:30 ~ 21:30,07:30 ~ 21:30,07:30 ~ 21:30,07:30 ~ 21:30,07:30 ~ 21:30,07:30 ~ 21:30,07:30 ~ 21:30
블루샥 센텀재송점,부산광역시 해운대구 해운대로76번길 51,,35.1897271899011,129.117555383515,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,09:00 ~ 21:00,09:00 ~ 16:00
le cafe (르카페),부산광역시 해운대구 해운대로 620,,35.1629633489452,129.158453369505,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00
코스터커피,부산광역시 강서구 명지국제6로 222,,35.0952062983669,128.922868104764,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 21:00
컴포즈커피 덕천롯데점,부산광역시 북구 함박봉로 25,,35.210252088315,129.022306110074,08:30 ~ 21:10,08:30 ~ 21:10,08:30 ~ 21:10,08:30 ~ 21:10,08:30 ~ 21:10,08:30 ~ 21:10,08:30 ~ 21:10
그랜드하브(GRAND HAV),부산광역시 강서구 가덕해안로 924 (천성동),,35.0225612309423,128.818699501986,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00
노스커피 리마스터 센텀시티점,부산광역시 해운대구 센텀2로 20,,35.1671970117476,129.132039053517,07:30 ~ 20:00,07:30 ~ 20:00,07:30 ~ 20:00,07:30 ~ 20:00,07:30 ~ 20:00,07:00 ~ 17:00,07:00 ~ 17:00
하삼동커피 초읍어린이대공원점,부산광역시 부산진구 새싹로 286,,35.1816739245694,129.047297470806,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
웃마실 문화다육카페,부산광역시 부산진구 가야대로510번길 60,,35.1503883070733,129.028230218209,,08:00 ~ 20:00,08:00 ~ 17:00,08:00 ~ 20:00,08:00 ~ 17:00,12:00 ~ 19:00,12:00 ~ 19:00
051카페,부산광역시 사상구 광장로56번길 5,,35.1616745534898,128.982703181346,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
든든,부산광역시 부산진구 중앙대로635번길 13,,35.1491946911596,129.058321763818,07:00 ~ 19:00,07:00 ~ 19:00,07:00 ~ 19:00,07:00 ~ 19:00,07:00 ~ 19:00,07:00 ~ 19:00,
빡벳 사상점,부산광역시 사상구 학감대로222번길 10,,35.1507410785721,128.990375694224,08:00 ~ 19:30,08:00 ~ 19:30,08:00 ~ 19:30,08:00 ~ 19:30,08:00 ~ 19:30,08:00 ~ 15:00,
시나본서면데시앙점,부산광역시 부산진구 서면로 10,,35.1514283109382,129.05817351441,09:30 ~ 21:30,09:30 ~ 21:30,09:30 ~ 21:30,09:30 ~ 21:30,09:30 ~ 21:30,09:30 ~ 21:30,09:30 ~ 18:30
리클리(LIKLY),부산광역시 수영구 민락로 16,,35.1568346240768,129.122491967169,,,,,,,
더벤티 기장좌천점,부산광역시 기장군 장안읍 좌천로 53,,35.3128746080249,129.243608769666,08:00 ~ 19:00,08:00 ~ 19:00,08:00 ~ 19:00,08:00 ~ 19:00,08:00 ~ 19:00,08:00 ~ 19:00,08:00 ~ 19:00
아덴블랑제리 남천점,부산광역시 수영구 남천동로 36,,35.141195699551,129.111669104187,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00
동백커피 광안역점,부산광역시 수영구 장대골로 13,,35.1589162407222,129.112036193762,07:30 ~ 21:00,07:30 ~ 21:00,07:30 ~ 21:00,07:30 ~ 21:00,07:30 ~ 21:00,08:30 ~ 20:00,08:30 ~ 20:00
아덴 블랑제리,부산광역시 남구 문현금융로 30,,35.1455011799358,129.065848888827,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00
스릴 온 더 빈,부산광역시 영도구 해양힐링로 55,051 404 0219,35.0600323091177,129.071195454363,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00
사랑해 베이글 명지점,부산광역시 강서구 명지국제5로136번길 22,,35.1056990369664,128.923428232195,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00
백억커피 부산양정점,부산광역시 부산진구 진남로 587,,35.1734771042841,129.077970842724,08:00 ~ 24:00,08:00 ~ 24:00,08:00 ~ 24:00,08:00 ~ 24:00,08:00 ~ 24:00,08:00 ~ 24:00,08:00 ~ 24:00
텐퍼센트커피 센텀파크점,부산광역시 해운대구 센텀중앙로 145,,35.1767570378219,129.123591937256,08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 20:00,09:00 ~ 18:00
요있다커피 초량점,부산광역시 동구 중앙대로236번길 3-10,,35.1184747093135,129.042402308727,07:00 ~ 18:00,07:00 ~ 18:00,07:00 ~ 18:00,07:00 ~ 18:00,07:00 ~ 18:00,09:00 ~ 16:00,
카페오션뷰,부산광역시 서구 암남공원로 181,,35.0613530427119,129.020402714679,,,,,,,
더벤티 부산연제레이카운티점,부산광역시 연제구 아시아드대로 39,,35.1899959215514,129.066108752828,07:30 ~ 20:00,07:30 ~ 20:00,07:30 ~ 20:00,07:30 ~ 20:00,07:30 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00
공차 부산장림점,부산광역시 사하구 장림번영로 97,,35.0809009155197,128.975749723457,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00,07:00 ~ 23:00
빽다방(광안역점),부산광역시 수영구 수영로 573,,35.156981401154,129.112752941594,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,08:00 ~ 21:00,09:00 ~ 20:00
다듯,부산광역시 남구 유엔로 1,,35.124662206782,129.0789147783,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00
샌드커피(SAND COFFEE),부산광역시 남구 전포대로 133,,35.1482823676143,129.065472544207,08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 20:00,09:00 ~ 17:00,
브라운핸즈 양정역점,부산광역시 부산진구 중앙대로 926,,35.1724812259436,129.071370939301,06:00 ~ 22:00,06:00 ~ 22:00,06:00 ~ 22:00,06:00 ~ 22:00,06:00 ~ 22:00,06:00 ~ 22:00,06:00 ~ 22:00
카페본(bon),부산광역시 남구 장고개로 62,,35.1304628663258,129.070903390056,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00
포트인커피,부산광역시 중구 중앙대로42번길 6,,35.1011672971464,129.037206302711,07:30 ~ 20:00,07:30 ~ 20:00,07:30 ~ 20:00,07:30 ~ 20:00,07:30 ~ 20:00,11:00 ~ 17:00,
슬랫,부산광역시 동래구 충렬대로200번길 26,,35.2024078399666,129.080243993189,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00
코프키노,부산광역시 수영구 남천바다로9번길 16,,35.1504773522347,129.112204228768,,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00
가배향화,부산광역시 남구 신선로447번길 9,,35.1248979195561,129.099438729091,11:00 ~ 21:30,,11:00 ~ 21:30,11:00 ~ 21:30,11:00 ~ 21:30,11:00 ~ 21:30,11:00 ~ 21:30
이디야커피 문현현대점,부산광역시 남구 문현로 68,,35.1432251919613,129.076474293564,09:00 ~ 22:30,09:00 ~ 22:30,09:00 ~ 22:30,09:00 ~ 22:30,09:00 ~ 22:30,09:00 ~ 22:30,09:00 ~ 22:30
이디야커피 유엔공원점,부산광역시 남구 유엔로 202 (대연동),18005155,35.1298111466096,129.098345215749,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00,10:00 ~ 23:00
컴포즈,부산광역시 남구 수영로 지하 324 (대연동,,35.1375576616452,129.100441683595,08:00 ~ 21:30,08:00 ~ 21:30,08:00 ~ 21:30,08:00 ~ 21:30,08:00 ~ 21:30,09:00 ~ 21:00,09:00 ~ 21:00
